invoice_id,branch,city,customer_type,gender,product_line, unit_price ,quantity,tax_5%, total ,date,time,payment, cogs ,gross_margin_percentage, gross_income ,rating, order_value , month 
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.60,1,1.93,40.53,1/29/2019,11:26 AM,Ewallet,38.60,4.761904762,1.93,6.7,1.93,January
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.15,2/2/2019,8:29 PM,Cash,527.76,4.761904762,26.39,8.4,211.10,February
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.80,10,16.4,344.40,2/15/2019,12:12 PM,Cash,328.00,4.761904762,16.40,6.2,164.00,February
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.99,1/8/2019,1:05 PM,Ewallet,185.70,4.761904762,9.29,5,46.43,January
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,4:19 PM,Cash,603.80,4.761904762,30.19,6,301.90,February
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,7:48 PM,Credit card,369.80,4.761904762,18.49,7,184.90,January
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.86,3/21/2019,3:25 PM,Ewallet,197.96,4.761904762,9.90,6.6,39.59,March
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.45,2/28/2019,2:42 PM,Cash,410.90,4.761904762,20.55,7.3,205.45,February
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,6:59 PM,Ewallet,148.60,4.761904762,7.43,8.3,29.72,March
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.11,1/30/2019,8:47 PM,Cash,22.96,4.761904762,1.15,4.3,1.15,January
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.08,2/4/2019,1:21 PM,Ewallet,699.12,4.761904762,34.96,9.8,314.60,February
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.70,2,3.47,72.87,3/13/2019,7:48 PM,Ewallet,69.40,4.761904762,3.47,8.2,6.94,March
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,6:20 PM,Credit card,196.60,4.761904762,9.83,7.2,98.30,March
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.69,3/5/2019,8:24 PM,Ewallet,202.56,4.761904762,10.13,8.7,81.02,March
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,1:44 PM,Credit card,121.20,4.761904762,6.06,8.4,60.60,March
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.77,2/26/2019,11:48 AM,Ewallet,199.78,4.761904762,9.99,7.1,19.98,February
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.73,3/20/2019,2:14 PM,Cash,607.36,4.761904762,30.37,5.5,242.94,March
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.76,1/1/2019,3:51 PM,Cash,126.44,4.761904762,6.32,8.5,12.64,January
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.51,1/27/2019,11:17 AM,Cash,541.44,4.761904762,27.07,6.2,162.43,January
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.04,1/21/2019,5:36 PM,Cash,98.13,4.761904762,4.91,8.9,4.91,January
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.77,2/2/2019,3:47 PM,Cash,412.16,4.761904762,20.61,9.6,164.86,February
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.67,2/3/2019,3:53 PM,Credit card,73.97,4.761904762,3.70,5.4,3.70,February
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.90,1,1.595,33.50,1/5/2019,12:40 PM,Ewallet,31.90,4.761904762,1.60,9.1,1.60,January
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.40,2,6.94,145.74,1/27/2019,7:48 PM,Ewallet,138.80,4.761904762,6.94,9,13.88,January
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.95,3/25/2019,5:53 PM,Cash,186.62,4.761904762,9.33,6.3,18.66,March
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.87,2/25/2019,4:36 PM,Credit card,88.45,4.761904762,4.42,9.5,4.42,February
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.11,1/28/2019,8:54 PM,Ewallet,193.44,4.761904762,9.67,9.8,77.38,January
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.50,3,7.275,152.78,1/8/2019,12:50 PM,Cash,145.50,4.761904762,7.28,6.7,21.83,January
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.52,1/29/2019,10:48 AM,Credit card,504.30,4.761904762,25.22,7.7,151.29,January
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.77,3/29/2019,2:28 PM,Cash,306.45,4.761904762,15.32,7,76.61,March
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.49,2/9/2019,5:15 PM,Credit card,95.70,4.761904762,4.79,5.1,28.71,February
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.94,1/16/2019,6:03 PM,Credit card,635.18,4.761904762,31.76,6.2,222.31,January
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.28,1/5/2019,5:29 PM,Ewallet,214.55,4.761904762,10.73,6.1,53.64,January
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.96,1/27/2019,6:05 PM,Ewallet,379.96,4.761904762,19.00,9.3,132.99,January
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.69,3/14/2019,12:07 PM,Cash,696.85,4.761904762,34.84,7.6,243.90,March
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.17,2/23/2019,7:49 PM,Credit card,408.73,4.761904762,20.44,8.2,143.06,February
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.04,3/18/2019,3:52 PM,Ewallet,51.47,4.761904762,2.57,8.5,2.57,March
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.02,3/29/2019,4:48 PM,Ewallet,274.30,4.761904762,13.72,9.8,68.58,March
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.80,1/22/2019,8:46 PM,Credit card,196.95,4.761904762,9.85,8.7,49.24,January
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.93,3/1/2019,6:14 PM,Ewallet,69.46,4.761904762,3.47,9.7,6.95,March
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,3:05 PM,Credit card,359.60,4.761904762,17.98,4.3,89.90,January
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.99,3/26/2019,10:34 AM,Credit card,137.13,4.761904762,6.86,7.7,20.57,March
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.97,3/20/2019,11:23 AM,Cash,499.02,4.761904762,24.95,7.3,149.71,March
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.87,2/6/2019,1:55 PM,Credit card,224.64,4.761904762,11.23,5.9,67.39,February
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.03,1/1/2019,11:43 AM,Cash,125.74,4.761904762,6.29,5,12.57,January
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.77,1/27/2019,2:36 PM,Credit card,490.26,4.761904762,24.51,8,147.08,January
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.90,2/25/2019,4:03 PM,Ewallet,457.05,4.761904762,22.85,7.1,114.26,February
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.68,1/16/2019,8:03 PM,Credit card,156.84,4.761904762,7.84,9,31.37,January
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.71,1/13/2019,2:55 PM,Ewallet,119.72,4.761904762,5.99,6.7,11.97,January
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28 AM,Credit card,543.60,4.761904762,27.18,6.1,271.80,February
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.95,2/17/2019,7:41 PM,Cash,882.81,4.761904762,44.14,9.3,397.26,February
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.21,2/12/2019,7:01 PM,Ewallet,152.58,4.761904762,7.63,7,45.77,February
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.11,1/24/2019,6:04 PM,Credit card,693.44,4.761904762,34.67,7.2,277.38,January
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.98,2/6/2019,7:20 PM,Ewallet,229.50,4.761904762,11.48,8.2,114.75,February
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.13,3/26/2019,10:31 AM,Ewallet,146.79,4.761904762,7.34,8.4,66.06,March
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,1:28 PM,Ewallet,141.60,4.761904762,7.08,6.2,35.40,March
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.52,2/7/2019,11:36 AM,Ewallet,116.69,4.761904762,5.83,7.4,40.84,February
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.66,1/5/2019,11:32 AM,Credit card,73.96,4.761904762,3.70,5,3.70,January
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.84,3/7/2019,11:44 AM,Ewallet,97.94,4.761904762,4.90,6.9,4.90,March
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,5:16 PM,Credit card,292.20,4.761904762,14.61,4.9,58.44,February
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.12,2/1/2019,6:43 PM,Ewallet,524.88,4.761904762,26.24,5.1,157.46,February
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.64,1/22/2019,11:00 AM,Ewallet,92.04,4.761904762,4.60,9.1,13.81,January
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.67,1/3/2019,10:30 AM,Credit card,75.88,4.761904762,3.79,7.1,3.79,January
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.76,2/13/2019,12:14 PM,Credit card,80.72,4.761904762,4.04,5,16.14,February
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.25,1/28/2019,4:43 PM,Credit card,112.62,4.761904762,5.63,5.5,33.79,January
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.20,1,3.56,74.76,1/5/2019,8:40 PM,Credit card,71.20,4.761904762,3.56,9.2,3.56,January
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.00,3/19/2019,1:40 PM,Ewallet,155.24,4.761904762,7.76,4.9,31.05,March
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,4:23 PM,Ewallet,294.20,4.761904762,14.71,8.9,147.10,January
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.98,1/7/2019,12:08 PM,Credit card,548.55,4.761904762,27.43,6,246.85,January
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.59,1/26/2019,5:45 PM,Cash,257.70,4.761904762,12.89,4.2,64.43,January
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.18,1/23/2019,10:28 AM,Cash,396.36,4.761904762,19.82,7.3,118.91,January
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.40,2/9/2019,8:31 PM,Ewallet,171.81,4.761904762,8.59,6.5,25.77,February
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.23,2/22/2019,10:49 AM,Cash,488.79,4.761904762,24.44,8.9,219.96,February
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.37,2/5/2019,12:34 PM,Cash,524.16,4.761904762,26.21,9.7,235.87,February
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.92,3/7/2019,10:23 AM,Credit card,133.26,4.761904762,6.66,8.6,39.98,March
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.00,3/25/2019,6:51 PM,Cash,135.24,4.761904762,6.76,6.9,47.33,March
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.06,1/20/2019,1:45 PM,Credit card,112.44,4.761904762,5.62,7.7,16.87,January
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.28,2/4/2019,7:38 PM,Cash,144.08,4.761904762,7.20,9.5,14.41,February
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,8:23 PM,Ewallet,985.20,4.761904762,49.26,4.5,492.60,January
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.46,1/2/2019,3:24 PM,Ewallet,249.96,4.761904762,12.50,5.6,74.99,January
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.12,3/29/2019,4:54 PM,Ewallet,217.26,4.761904762,10.86,8.2,32.59,March
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.93,3/14/2019,12:32 PM,Cash,194.22,4.761904762,9.71,7.3,87.40,March
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.20,10,44.6,936.60,2/11/2019,3:42 PM,Credit card,892.00,4.761904762,44.60,4.4,446.00,February
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.33,1/30/2019,1:58 PM,Ewallet,339.36,4.761904762,16.97,5.7,135.74,January
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.41,3/20/2019,3:08 PM,Ewallet,447.06,4.761904762,22.35,5,134.12,March
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.43,3/20/2019,1:02 PM,Cash,198.50,4.761904762,9.93,9,19.85,March
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.71,1/17/2019,1:01 PM,Credit card,812.10,4.761904762,40.61,6.3,406.05,January
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.97,2/3/2019,4:40 PM,Credit card,493.30,4.761904762,24.67,9.4,246.65,February
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.24,1/1/2019,1:55 PM,Cash,591.66,4.761904762,29.58,7.7,266.25,January
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.97,1/10/2019,10:33 AM,Credit card,559.02,4.761904762,27.95,5.5,195.66,January
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.75,3/2/2019,4:42 PM,Ewallet,517.86,4.761904762,25.89,4.1,181.25,March
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,5:16 PM,Credit card,410.20,4.761904762,20.51,7.6,102.55,February
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.04,1/29/2019,11:48 AM,Cash,266.70,4.761904762,13.34,8.6,133.35,January
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.46,3/10/2019,7:35 PM,Ewallet,70.91,4.761904762,3.55,8.3,24.82,March
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.02,1/13/2019,7:55 PM,Credit card,144.78,4.761904762,7.24,8.1,14.48,January
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.03,3/22/2019,2:33 PM,Credit card,429.55,4.761904762,21.48,8.6,107.39,March
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.63,3/1/2019,7:49 PM,Ewallet,569.17,4.761904762,28.46,6.3,199.21,March
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.30,4,12.06,253.26,2/20/2019,6:43 PM,Cash,241.20,4.761904762,12.06,5.8,48.24,February
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.43,1/14/2019,2:43 PM,Ewallet,127.08,4.761904762,6.35,6.2,25.42,January
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.93,3/26/2019,1:54 PM,Cash,257.08,4.761904762,12.85,7.7,51.42,March
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.97,3/1/2019,12:15 PM,Ewallet,139.02,4.761904762,6.95,8.1,13.90,March
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.74,1/7/2019,12:37 PM,Cash,81.66,4.761904762,4.08,7.3,12.25,January
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.26,2/1/2019,7:54 PM,Cash,310.72,4.761904762,15.54,8.4,62.14,February
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.26,2/13/2019,3:06 PM,Credit card,185.96,4.761904762,9.30,8,18.60,February
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.94,1/14/2019,6:03 PM,Credit card,72.32,4.761904762,3.62,9.5,14.46,January
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.64,1/19/2019,3:58 PM,Ewallet,189.18,4.761904762,9.46,7,28.38,January
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.18,3/9/2019,1:53 PM,Credit card,206.84,4.761904762,10.34,9.8,41.37,March
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.87,3/27/2019,2:03 PM,Cash,157.02,4.761904762,7.85,9.2,23.55,March
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.07,2/4/2019,4:38 PM,Ewallet,215.30,4.761904762,10.77,7.7,53.83,February
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.91,3/14/2019,11:07 AM,Cash,596.10,4.761904762,29.81,5.3,298.05,March
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.76,3/4/2019,12:23 PM,Cash,73.10,4.761904762,3.66,4.4,18.28,March
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.14,3/3/2019,10:54 AM,Credit card,279.18,4.761904762,13.96,4.3,83.75,March
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.16,1/27/2019,5:38 PM,Ewallet,169.68,4.761904762,8.48,9.4,59.39,January
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.86,2/7/2019,2:13 PM,Cash,45.58,4.761904762,2.28,9.8,2.28,February
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.20,3,11.28,236.88,2/5/2019,11:51 AM,Ewallet,225.60,4.761904762,11.28,4.8,33.84,February
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.80,3,14.52,304.92,3/15/2019,1:05 PM,Cash,290.40,4.761904762,14.52,5.3,43.56,March
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.68,3/1/2019,11:30 AM,Credit card,44.46,4.761904762,2.22,8.7,6.67,March
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20,3,7.83,164.43,2/15/2019,1:30 PM,Credit card,156.60,4.761904762,7.83,9.5,23.49,February
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.94,2/17/2019,7:11 PM,Ewallet,419.94,4.761904762,21.00,5.3,188.97,February
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.46,1/26/2019,6:53 PM,Cash,184.25,4.761904762,9.21,9.2,46.06,January
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.67,3/24/2019,2:22 PM,Ewallet,140.64,4.761904762,7.03,9.6,14.06,March
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.23,1/23/2019,5:16 PM,Ewallet,83.08,4.761904762,4.15,6.4,4.15,January
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.24,1/26/2019,10:06 AM,Credit card,64.99,4.761904762,3.25,4.5,3.25,January
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,8:35 PM,Ewallet,775.60,4.761904762,38.78,6.9,387.80,March
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.41,3/17/2019,1:54 PM,Ewallet,327.06,4.761904762,16.35,7.8,98.12,March
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.39,1/8/2019,8:08 PM,Cash,363.23,4.761904762,18.16,4.5,127.13,January
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,3:26 PM,Cash,127.00,4.761904762,6.35,8.6,25.40,February
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.33,2/10/2019,12:56 PM,Ewallet,375.55,4.761904762,18.78,5.2,131.44,February
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.12,3/28/2019,7:16 PM,Credit card,199.16,4.761904762,9.96,6.4,39.83,March
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.14,1/23/2019,12:20 PM,Ewallet,30.61,4.761904762,1.53,5.2,1.53,January
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.57,1/17/2019,10:37 AM,Ewallet,115.78,4.761904762,5.79,8.9,11.58,January
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.41,2/7/2019,10:18 AM,Credit card,28.96,4.761904762,1.45,6.2,1.45,February
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.27,3/9/2019,11:23 AM,Cash,890.73,4.761904762,44.54,6.7,400.83,March
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.64,1/24/2019,11:45 AM,Cash,279.66,4.761904762,13.98,7.2,41.95,January
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.98,1/19/2019,4:08 PM,Credit card,80.93,4.761904762,4.05,9,4.05,January
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.23,2/3/2019,11:25 AM,Ewallet,674.50,4.761904762,33.73,4.2,337.25,February
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.90,3/20/2019,12:24 PM,Ewallet,348.48,4.761904762,17.42,4.2,156.82,March
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.60,6,21.78,457.38,1/13/2019,7:51 PM,Cash,435.60,4.761904762,21.78,6.9,130.68,January
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.53,3/14/2019,6:10 PM,Ewallet,439.55,4.761904762,21.98,4.4,109.89,March
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.74,1/23/2019,11:22 AM,Credit card,591.18,4.761904762,29.56,4,177.35,January
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.80,2/7/2019,5:55 PM,Ewallet,260.76,4.761904762,13.04,8.5,78.23,February
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.79,3/28/2019,3:30 PM,Credit card,215.04,4.761904762,10.75,9.2,32.26,March
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.19,3/20/2019,7:44 PM,Cash,91.61,4.761904762,4.58,9.8,4.58,March
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.24,1/17/2019,3:27 PM,Credit card,662.13,4.761904762,33.11,4.9,231.75,January
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.13,1/12/2019,11:25 AM,Credit card,832.50,4.761904762,41.63,4.4,416.25,January
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.92,2/16/2019,3:42 PM,Cash,91.35,4.761904762,4.57,6.8,4.57,February
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.65,1/26/2019,4:04 PM,Cash,157.76,4.761904762,7.89,9.1,15.78,January
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.83,3/9/2019,12:37 PM,Ewallet,121.74,4.761904762,6.09,8.7,12.17,March
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,2:41 PM,Cash,825.80,4.761904762,41.29,5,412.90,March
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.30,3,7.995,167.90,1/25/2019,2:19 PM,Ewallet,159.90,4.761904762,8.00,7.5,23.99,January
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.69,1/26/2019,6:19 PM,Credit card,12.09,4.761904762,0.60,8.2,0.60,January
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,674.00,1/19/2019,2:08 PM,Credit card,641.90,4.761904762,32.10,6.7,320.95,January
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.68,3/5/2019,4:38 PM,Ewallet,234.93,4.761904762,11.75,5.4,35.24,March
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.92,1/15/2019,10:54 AM,Credit card,167.54,4.761904762,8.38,7,16.75,January
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.70,3,14.955,314.06,3/18/2019,11:29 AM,Ewallet,299.10,4.761904762,14.96,4.7,44.87,March
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.72,3/20/2019,7:28 PM,Credit card,239.73,4.761904762,11.99,5,35.96,March
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.94,1/15/2019,3:01 PM,Credit card,664.70,4.761904762,33.24,5,332.35,January
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.78,3/3/2019,8:31 PM,Credit card,202.65,4.761904762,10.13,6,70.93,March
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20,1,2.31,48.51,3/19/2019,12:16 PM,Cash,46.20,4.761904762,2.31,6.3,2.31,March
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.56,3/8/2019,3:27 PM,Cash,88.15,4.761904762,4.41,8.5,22.04,March
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.12,2/27/2019,5:36 PM,Ewallet,157.26,4.761904762,7.86,7.5,23.59,February
